Algorithm, Msg size, Key size, real, user, sys
rc2-cfb, 10M, 1b, 0.26, 0.21, 0.03
rc2-cfb, 10M, 1K, 0.27, 0.23, 0.01
rc2-cfb, 10M, 1M, 0.27, 0.24, 0.00
rc2-cfb, 10M, 10M, 0.27, 0.23, 0.01
rc2-cfb, 10M, 100M, 0.27, 0.24, 0.01
rc2-ecb, 10M, 1b, 0.25, 0.22, 0.00
rc2-ecb, 10M, 1K, 0.25, 0.23, 0.00
rc2-ecb, 10M, 1M, 0.25, 0.20, 0.02
rc2-ecb, 10M, 10M, 0.25, 0.21, 0.01
rc2-ecb, 10M, 100M, 0.25, 0.22, 0.00
rc2-ofb, 10M, 1b, 0.26, 0.21, 0.02
rc2-ofb, 10M, 1K, 0.25, 0.19, 0.03
rc2-ofb, 10M, 1M, 0.25, 0.21, 0.02
rc2-ofb, 10M, 10M, 0.25, 0.21, 0.02
rc2-ofb, 10M, 100M, 0.24, 0.21, 0.02
rc4, 10M, 1b, 0.05, 0.01, 0.02
rc4, 10M, 1K, 0.05, 0.02, 0.01
rc4, 10M, 1M, 0.05, 0.03, 0.01
rc4, 10M, 10M, 0.05, 0.03, 0.01
rc4, 10M, 100M, 0.07, 0.02, 0.02
rc4-40, 10M, 1b, 0.06, 0.01, 0.02
rc4-40, 10M, 1K, 0.07, 0.02, 0.02
rc4-40, 10M, 1M, 0.06, 0.02, 0.01
rc4-40, 10M, 10M, 0.06, 0.03, 0.01
rc4-40, 10M, 100M, 0.05, 0.02, 0.02
seed, 10M, 1b, 0.16, 0.10, 0.04
seed, 10M, 1K, 0.16, 0.11, 0.02
seed, 10M, 1M, 0.16, 0.13, 0.00
seed, 10M, 10M, 0.15, 0.13, 0.00
seed, 10M, 100M, 0.15, 0.13, 0.00
seed-cbc, 10M, 1b, 0.15, 0.10, 0.03
seed-cbc, 10M, 1K, 0.16, 0.11, 0.02
seed-cbc, 10M, 1M, 0.15, 0.13, 0.00
seed-cbc, 10M, 10M, 0.16, 0.12, 0.01
seed-cbc, 10M, 100M, 0.16, 0.12, 0.01
seed-cfb, 10M, 1b, 0.16, 0.12, 0.02
seed-cfb, 10M, 1K, 0.15, 0.13, 0.00
seed-cfb, 10M, 1M, 0.15, 0.11, 0.02
seed-cfb, 10M, 10M, 0.16, 0.10, 0.03
seed-cfb, 10M, 100M, 0.15, 0.12, 0.01
seed-ecb, 10M, 1b, 0.15, 0.12, 0.01
seed-ecb, 10M, 1K, 0.15, 0.12, 0.00
seed-ecb, 10M, 1M, 0.15, 0.12, 0.00
seed-ecb, 10M, 10M, 0.15, 0.11, 0.01
seed-ecb, 10M, 100M, 0.15, 0.10, 0.02
seed-ofb, 10M, 1b, 0.16, 0.10, 0.03
seed-ofb, 10M, 1K, 0.15, 0.12, 0.00
seed-ofb, 10M, 1M, 0.15, 0.12, 0.01
seed-ofb, 10M, 10M, 0.14, 0.10, 0.02
seed-ofb, 10M, 100M, 0.15, 0.12, 0.01
sm4-cbc, 10M, 1b, 0.13, 0.11, 0.00
sm4-cbc, 10M, 1K, 0.13, 0.09, 0.02
sm4-cbc, 10M, 1M, 0.13, 0.10, 0.01
sm4-cbc, 10M, 10M, 0.13, 0.11, 0.00
sm4-cbc, 10M, 100M, 0.13, 0.09, 0.02
sm4-cfb, 10M, 1b, 0.14, 0.10, 0.01
sm4-cfb, 10M, 1K, 0.14, 0.09, 0.02
sm4-cfb, 10M, 1M, 0.13, 0.11, 0.00
sm4-cfb, 10M, 10M, 0.14, 0.10, 0.01
sm4-cfb, 10M, 100M, 0.14, 0.10, 0.01
sm4-ctr, 10M, 1b, 0.14, 0.10, 0.02
sm4-ctr, 10M, 1K, 0.14, 0.09, 0.02
sm4-ctr, 10M, 1M, 0.15, 0.09, 0.02
sm4-ctr, 10M, 10M, 0.14, 0.09, 0.02
sm4-ctr, 10M, 100M, 0.14, 0.11, 0.00
sm4-ecb, 10M, 1b, 0.12, 0.09, 0.02
sm4-ecb, 10M, 1K, 0.13, 0.09, 0.01
sm4-ecb, 10M, 1M, 0.13, 0.09, 0.01
sm4-ecb, 10M, 10M, 0.13, 0.08, 0.02
sm4-ecb, 10M, 100M, 0.13, 0.08, 0.02
sm4-ofb, 10M, 1b, 0.13, 0.08, 0.03
sm4-ofb, 10M, 1K, 0.13, 0.09, 0.02
sm4-ofb, 10M, 1M, 0.13, 0.09, 0.01
sm4-ofb, 10M, 10M, 0.13, 0.07, 0.03
sm4-ofb, 10M, 100M, 0.13, 0.07, 0.03
aes-128-cbc, 100M, 1b, 0.31, 0.08, 0.10
aes-128-cbc, 100M, 1K, 0.32, 0.08, 0.12
aes-128-cbc, 100M, 1M, 0.33, 0.08, 0.11
aes-128-cbc, 100M, 10M, 0.33, 0.07, 0.12
aes-128-cbc, 100M, 100M, 0.32, 0.10, 0.09
aes-128-ecb, 100M, 1b, 0.26, 0.02, 0.11
aes-128-ecb, 100M, 1K, 0.27, 0.02, 0.11
aes-128-ecb, 100M, 1M, 0.28, 0.02, 0.12
aes-128-ecb, 100M, 10M, 0.26, 0.02, 0.12
aes-128-ecb, 100M, 100M, 0.24, 0.02, 0.12
aes-192-cbc, 100M, 1b, 0.25, 0.10, 0.10
aes-192-cbc, 100M, 1K, 0.25, 0.06, 0.15
aes-192-cbc, 100M, 1M, 0.25, 0.07, 0.13
aes-192-cbc, 100M, 10M, 0.25, 0.06, 0.16
aes-192-cbc, 100M, 100M, 0.31, 0.11, 0.09
aes-192-ecb, 100M, 1b, 0.28, 0.02, 0.12
aes-192-ecb, 100M, 1K, 0.27, 0.02, 0.12
aes-192-ecb, 100M, 1M, 0.27, 0.03, 0.10
aes-192-ecb, 100M, 10M, 0.28, 0.05, 0.09
aes-192-ecb, 100M, 100M, 0.28, 0.02, 0.13
aes-256-cbc, 100M, 1b, 0.36, 0.10, 0.11
aes-256-cbc, 100M, 1K, 0.35, 0.14, 0.07
aes-256-cbc, 100M, 1M, 0.33, 0.11, 0.10
aes-256-cbc, 100M, 10M, 0.34, 0.11, 0.11
aes-256-cbc, 100M, 100M, 0.36, 0.11, 0.11
aes-256-ecb, 100M, 1b, 0.27, 0.02, 0.12
aes-256-ecb, 100M, 1K, 0.29, 0.02, 0.14
aes-256-ecb, 100M, 1M, 0.27, 0.04, 0.10
aes-256-ecb, 100M, 10M, 0.27, 0.02, 0.13
aes-256-ecb, 100M, 100M, 0.19, 0.03, 0.12
aria-128-cbc, 100M, 1b, 1.00, 0.75, 0.13
aria-128-cbc, 100M, 1K, 0.97, 0.74, 0.14
aria-128-cbc, 100M, 1M, 0.94, 0.77, 0.10
aria-128-cbc, 100M, 10M, 0.92, 0.77, 0.09
aria-128-cbc, 100M, 100M, 0.97, 0.75, 0.16
aria-128-cfb, 100M, 1b, 0.93, 0.78, 0.09
aria-128-cfb, 100M, 1K, 0.95, 0.73, 0.16
aria-128-cfb, 100M, 1M, 1.05, 0.76, 0.17
aria-128-cfb, 100M, 10M, 1.16, 0.83, 0.16
aria-128-cfb, 100M, 100M, 1.13, 0.82, 0.15
aria-128-cfb1, 100M, 1b, 102.82, 101.95, 0.26
aria-128-cfb1, 100M, 1K, 103.45, 102.63, 0.31
aria-128-cfb1, 100M, 1M, 102.23, 101.71, 0.25
aria-128-cfb1, 100M, 10M, 102.04, 101.39, 0.23
aria-128-cfb1, 100M, 100M, 105.29, 103.93, 0.36
aria-128-cfb8, 100M, 1b, 12.26, 12.01, 0.18
aria-128-cfb8, 100M, 1K, 12.71, 12.43, 0.22
aria-128-cfb8, 100M, 1M, 11.89, 11.66, 0.14
aria-128-cfb8, 100M, 10M, 12.22, 12.02, 0.12
aria-128-cfb8, 100M, 100M, 11.97, 11.77, 0.15
aria-128-ctr, 100M, 1b, 0.93, 0.75, 0.11
aria-128-ctr, 100M, 1K, 0.95, 0.75, 0.14
aria-128-ctr, 100M, 1M, 1.00, 0.81, 0.13
aria-128-ctr, 100M, 10M, 0.95, 0.78, 0.12
aria-128-ctr, 100M, 100M, 0.98, 0.77, 0.13
aria-128-ecb, 100M, 1b, 0.90, 0.71, 0.13
aria-128-ecb, 100M, 1K, 0.89, 0.74, 0.11
aria-128-ecb, 100M, 1M, 0.88, 0.70, 0.13
aria-128-ecb, 100M, 10M, 0.88, 0.67, 0.16
aria-128-ecb, 100M, 100M, 0.89, 0.70, 0.14
aria-128-ofb, 100M, 1b, 0.87, 0.69, 0.13
aria-128-ofb, 100M, 1K, 0.88, 0.70, 0.13
aria-128-ofb, 100M, 1M, 0.88, 0.68, 0.15
aria-128-ofb, 100M, 10M, 0.87, 0.70, 0.12
aria-128-ofb, 100M, 100M, 0.85, 0.69, 0.12
aria-192-cbc, 100M, 1b, 1.02, 0.84, 0.13
aria-192-cbc, 100M, 1K, 1.01, 0.80, 0.16
aria-192-cbc, 100M, 1M, 1.01, 0.80, 0.16
aria-192-cbc, 100M, 10M, 0.99, 0.83, 0.12
aria-192-cbc, 100M, 100M, 1.01, 0.83, 0.13
aria-192-cfb, 100M, 1b, 0.99, 0.79, 0.16
aria-192-cfb, 100M, 1K, 1.01, 0.84, 0.12
aria-192-cfb, 100M, 1M, 1.04, 0.87, 0.12
aria-192-cfb, 100M, 10M, 1.02, 0.85, 0.12
aria-192-cfb, 100M, 100M, 1.01, 0.82, 0.15
aria-192-cfb1, 100M, 1b, 115.72, 115.19, 0.26
aria-192-cfb1, 100M, 1K, 4136.74, 117.16, 0.41
aria-192-cfb1, 100M, 1M, 137.93, 136.39, 0.90
aria-192-cfb1, 100M, 10M, 133.51, 132.43, 0.70
aria-192-cfb1, 100M, 100M, 136.97, 135.35, 1.14
aria-192-cfb8, 100M, 1b, 19.21, 18.62, 0.49
aria-192-cfb8, 100M, 1K, 16.78, 16.29, 0.39
aria-192-cfb8, 100M, 1M, 15.16, 14.82, 0.24
aria-192-cfb8, 100M, 10M, 16.00, 15.48, 0.42
aria-192-cfb8, 100M, 100M, 15.35, 15.00, 0.27
aria-192-ctr, 100M, 1b, 1.14, 0.91, 0.17
aria-192-ctr, 100M, 1K, 1.37, 1.09, 0.23
aria-192-ctr, 100M, 1M, 1.54, 1.19, 0.29
aria-192-ctr, 100M, 10M, 1.25, 0.96, 0.24
aria-192-ctr, 100M, 100M, 1.12, 0.95, 0.12
aria-192-ecb, 100M, 1b, 1.06, 0.89, 0.12
aria-192-ecb, 100M, 1K, 1.05, 0.87, 0.13
aria-192-ecb, 100M, 1M, 1.05, 0.90, 0.11
aria-192-ecb, 100M, 10M, 1.07, 0.90, 0.12
aria-192-ecb, 100M, 100M, 1.05, 0.85, 0.15
aria-192-ofb, 100M, 1b, 1.06, 0.89, 0.12
aria-192-ofb, 100M, 1K, 1.06, 0.82, 0.18
aria-192-ofb, 100M, 1M, 1.05, 0.89, 0.12
aria-192-ofb, 100M, 10M, 1.06, 0.88, 0.15
aria-192-ofb, 100M, 100M, 1.07, 0.88, 0.13
aria-256-cbc, 100M, 1b, 1.22, 1.00, 0.17
aria-256-cbc, 100M, 1K, 1.21, 1.00, 0.17
aria-256-cbc, 100M, 1M, 1.23, 1.01, 0.16
aria-256-cbc, 100M, 10M, 1.20, 1.02, 0.14
aria-256-cbc, 100M, 100M, 1.22, 1.09, 0.08
aria-256-cfb, 100M, 1b, 1.21, 1.03, 0.13
aria-256-cfb, 100M, 1K, 1.22, 1.02, 0.15
aria-256-cfb, 100M, 1M, 1.22, 1.07, 0.09
aria-256-cfb, 100M, 10M, 1.26, 1.07, 0.14
aria-256-cfb, 100M, 100M, 1.21, 1.04, 0.12
aria-256-cfb1, 100M, 1b, 145.46, 144.26, 0.72
aria-256-cfb1, 100M, 1K, 148.61, 147.25, 0.86
aria-256-cfb1, 100M, 1M, 147.32, 146.17, 0.69
aria-256-cfb1, 100M, 10M, 143.71, 142.66, 0.59
aria-256-cfb1, 100M, 100M, 148.50, 147.21, 0.77
aria-256-cfb8, 100M, 1b, 17.75, 17.34, 0.32
aria-256-cfb8, 100M, 1K, 17.21, 16.80, 0.29
aria-256-cfb8, 100M, 1M, 17.82, 17.35, 0.38
aria-256-cfb8, 100M, 10M, 16.99, 16.66, 0.24
aria-256-cfb8, 100M, 100M, 17.23, 16.93, 0.20
aria-256-ctr, 100M, 1b, 1.26, 1.00, 0.22
aria-256-ctr, 100M, 1K, 1.27, 1.07, 0.15
aria-256-ctr, 100M, 1M, 1.29, 1.09, 0.15
aria-256-ctr, 100M, 10M, 1.49, 1.23, 0.21
aria-256-ctr, 100M, 100M, 1.26, 1.08, 0.13
aria-256-ecb, 100M, 1b, 1.23, 1.03, 0.15
aria-256-ecb, 100M, 1K, 1.54, 1.34, 0.15
aria-256-ecb, 100M, 1M, 1.38, 1.15, 0.18
aria-256-ecb, 100M, 10M, 1.21, 0.99, 0.18
aria-256-ecb, 100M, 100M, 1.20, 0.98, 0.17
aria-256-ofb, 100M, 1b, 1.18, 0.99, 0.14
aria-256-ofb, 100M, 1K, 1.24, 1.03, 0.14
aria-256-ofb, 100M, 1M, 1.26, 1.04, 0.16
aria-256-ofb, 100M, 10M, 1.28, 1.10, 0.14
aria-256-ofb, 100M, 100M, 1.28, 1.05, 0.18
base64, 100M, 1b, 0.30, 0.08, 0.16
base64, 100M, 1K, 0.28, 0.08, 0.16
base64, 100M, 1M, 0.29, 0.10, 0.15
base64, 100M, 10M, 0.43, 0.10, 0.16
base64, 100M, 100M, 0.36, 0.13, 0.17
bf, 100M, 1b, 1.17, 0.89, 0.24
bf, 100M, 1K, 1.17, 0.86, 0.23
bf, 100M, 1M, 1.01, 0.78, 0.16
bf, 100M, 10M, 1.01, 0.81, 0.14
bf, 100M, 100M, 0.96, 0.75, 0.15
bf-cbc, 100M, 1b, 0.97, 0.78, 0.12
bf-cbc, 100M, 1K, 0.95, 0.75, 0.14
bf-cbc, 100M, 1M, 0.98, 0.73, 0.17
bf-cbc, 100M, 10M, 0.97, 0.76, 0.14
bf-cbc, 100M, 100M, 0.95, 0.79, 0.09
bf-cfb, 100M, 1b, 1.11, 0.90, 0.14
bf-cfb, 100M, 1K, 1.12, 0.89, 0.16
bf-cfb, 100M, 1M, 1.13, 0.92, 0.14
bf-cfb, 100M, 10M, 1.13, 0.90, 0.16
bf-cfb, 100M, 100M, 1.11, 0.86, 0.18
bf-ecb, 100M, 1b, 0.83, 0.64, 0.12
bf-ecb, 100M, 1K, 0.85, 0.66, 0.13
bf-ecb, 100M, 1M, 0.99, 0.72, 0.20
bf-ecb, 100M, 10M, 1.39, 0.94, 0.38
bf-ecb, 100M, 100M, 0.92, 0.66, 0.19
bf-ofb, 100M, 1b, 1.04, 0.82, 0.15
bf-ofb, 100M, 1K, 1.07, 0.80, 0.18
bf-ofb, 100M, 1M, 1.03, 0.74, 0.22
bf-ofb, 100M, 10M, 1.07, 0.84, 0.14
bf-ofb, 100M, 100M, 1.05, 0.81, 0.17
camellia-128-cbc, 100M, 1b, 0.78, 0.60, 0.11
camellia-128-cbc, 100M, 1K, 0.77, 0.56, 0.14
camellia-128-cbc, 100M, 1M, 0.83, 0.55, 0.20
camellia-128-cbc, 100M, 10M, 0.83, 0.56, 0.20
camellia-128-cbc, 100M, 100M, 0.84, 0.61, 0.14
camellia-128-ecb, 100M, 1b, 0.76, 0.55, 0.16
camellia-128-ecb, 100M, 1K, 0.78, 0.56, 0.15
camellia-128-ecb, 100M, 1M, 0.79, 0.55, 0.17
camellia-128-ecb, 100M, 10M, 0.76, 0.57, 0.12
camellia-128-ecb, 100M, 100M, 0.80, 0.56, 0.17
camellia-192-cbc, 100M, 1b, 1.00, 0.73, 0.20
camellia-192-cbc, 100M, 1K, 0.95, 0.72, 0.16
camellia-192-cbc, 100M, 1M, 0.91, 0.69, 0.16
camellia-192-cbc, 100M, 10M, 0.88, 0.72, 0.11
camellia-192-cbc, 100M, 100M, 0.90, 0.73, 0.12
camellia-192-ecb, 100M, 1b, 0.89, 0.75, 0.08
camellia-192-ecb, 100M, 1K, 0.90, 0.67, 0.16
camellia-192-ecb, 100M, 1M, 0.89, 0.69, 0.16
camellia-192-ecb, 100M, 10M, 0.91, 0.68, 0.16
camellia-192-ecb, 100M, 100M, 0.93, 0.69, 0.15
camellia-256-cbc, 100M, 1b, 0.93, 0.77, 0.08
camellia-256-cbc, 100M, 1K, 1.05, 0.78, 0.21
camellia-256-cbc, 100M, 1M, 0.90, 0.63, 0.21
camellia-256-cbc, 100M, 10M, 0.93, 0.71, 0.14
camellia-256-cbc, 100M, 100M, 0.92, 0.71, 0.15
camellia-256-ecb, 100M, 1b, 1.14, 0.84, 0.23
camellia-256-ecb, 100M, 1K, 1.27, 0.95, 0.24
camellia-256-ecb, 100M, 1M, 1.01, 0.80, 0.14
camellia-256-ecb, 100M, 10M, 0.97, 0.74, 0.17
camellia-256-ecb, 100M, 100M, 0.97, 0.73, 0.19
cast, 100M, 1b, 1.08, 0.84, 0.19
cast, 100M, 1K, 1.14, 0.89, 0.20
cast, 100M, 1M, 1.08, 0.88, 0.15
cast, 100M, 10M, 1.06, 0.86, 0.16
cast, 100M, 100M, 1.08, 0.89, 0.14
cast-cbc, 100M, 1b, 1.09, 0.88, 0.16
cast-cbc, 100M, 1K, 1.07, 0.83, 0.20
cast-cbc, 100M, 1M, 1.05, 0.84, 0.17
cast-cbc, 100M, 10M, 1.05, 0.83, 0.17
cast-cbc, 100M, 100M, 1.06, 0.88, 0.13
cast5-cbc, 100M, 1b, 1.04, 0.84, 0.16
cast5-cbc, 100M, 1K, 1.05, 0.86, 0.15
cast5-cbc, 100M, 1M, 1.03, 0.85, 0.14
cast5-cbc, 100M, 10M, 1.04, 0.79, 0.21
cast5-cbc, 100M, 100M, 1.04, 0.86, 0.13
cast5-cfb, 100M, 1b, 1.24, 1.08, 0.11
cast5-cfb, 100M, 1K, 1.24, 1.03, 0.16
cast5-cfb, 100M, 1M, 1.24, 1.12, 0.07
cast5-cfb, 100M, 10M, 1.38, 1.11, 0.19
cast5-cfb, 100M, 100M, 1.33, 1.11, 0.16
cast5-ecb, 100M, 1b, 1.00, 0.76, 0.14
cast5-ecb, 100M, 1K, 1.02, 0.78, 0.13
cast5-ecb, 100M, 1M, 0.97, 0.73, 0.16
cast5-ecb, 100M, 10M, 1.19, 0.84, 0.31
cast5-ecb, 100M, 100M, 1.00, 0.76, 0.20
cast5-ofb, 100M, 1b, 1.04, 0.87, 0.12
cast5-ofb, 100M, 1K, 1.02, 0.86, 0.11
cast5-ofb, 100M, 1M, 1.05, 0.87, 0.13
cast5-ofb, 100M, 10M, 1.07, 0.86, 0.15
cast5-ofb, 100M, 100M, 1.03, 0.76, 0.22
des, 100M, 1b, 1.69, 1.46, 0.18
des, 100M, 1K, 1.65, 1.42, 0.19
des, 100M, 1M, 1.73, 1.50, 0.18
des, 100M, 10M, 1.72, 1.52, 0.14
des, 100M, 100M, 1.66, 1.44, 0.17
des-cbc, 100M, 1b, 1.66, 1.42, 0.19
des-cbc, 100M, 1K, 1.68, 1.51, 0.12
des-cbc, 100M, 1M, 1.66, 1.44, 0.17
des-cbc, 100M, 10M, 1.73, 1.48, 0.20
des-cbc, 100M, 100M, 1.67, 1.50, 0.11
des-cfb, 100M, 1b, 1.91, 1.76, 0.11
des-cfb, 100M, 1K, 1.91, 1.75, 0.11
des-cfb, 100M, 1M, 1.90, 1.68, 0.17
des-cfb, 100M, 10M, 2.40, 2.05, 0.29
des-cfb, 100M, 100M, 2.12, 1.88, 0.19
des-ecb, 100M, 1b, 1.83, 1.62, 0.16
des-ecb, 100M, 1K, 1.76, 1.50, 0.21
des-ecb, 100M, 1M, 1.63, 1.48, 0.10
des-ecb, 100M, 10M, 1.60, 1.40, 0.16
des-ecb, 100M, 100M, 1.63, 1.48, 0.10
des-ede, 100M, 1b, 3.98, 3.76, 0.18
des-ede, 100M, 1K, 3.98, 3.79, 0.14
des-ede, 100M, 1M, 3.98, 3.76, 0.17
des-ede, 100M, 10M, 4.02, 3.77, 0.20
des-ede, 100M, 100M, 4.26, 3.98, 0.23
des-ede-cbc, 100M, 1b, 4.10, 3.91, 0.13
des-ede-cbc, 100M, 1K, 3.97, 3.73, 0.19
des-ede-cbc, 100M, 1M, 3.89, 3.70, 0.13
des-ede-cbc, 100M, 10M, 3.88, 3.73, 0.11
des-ede-cbc, 100M, 100M, 3.92, 3.76, 0.10
des-ede-cfb, 100M, 1b, 4.12, 3.87, 0.19
des-ede-cfb, 100M, 1K, 4.28, 4.10, 0.12
des-ede-cfb, 100M, 1M, 4.38, 4.14, 0.18
des-ede-cfb, 100M, 10M, 4.26, 4.03, 0.17
des-ede-cfb, 100M, 100M, 4.11, 3.88, 0.18
des-ede-ofb, 100M, 1b, 3.86, 3.67, 0.15
des-ede-ofb, 100M, 1K, 3.88, 3.70, 0.15
des-ede-ofb, 100M, 1M, 3.89, 3.72, 0.12
des-ede-ofb, 100M, 10M, 3.95, 3.73, 0.18
des-ede-ofb, 100M, 100M, 4.23, 3.97, 0.19
des-ede3, 100M, 1b, 4.28, 4.01, 0.21
des-ede3, 100M, 1K, 4.06, 3.82, 0.18
des-ede3, 100M, 1M, 4.07, 3.84, 0.17
des-ede3, 100M, 10M, 4.13, 3.95, 0.14
des-ede3, 100M, 100M, 4.03, 3.82, 0.15
des-ede3-cbc, 100M, 1b, 4.09, 3.84, 0.20
des-ede3-cbc, 100M, 1K, 4.04, 3.85, 0.14
des-ede3-cbc, 100M, 1M, 4.67, 4.35, 0.26
des-ede3-cbc, 100M, 10M, 4.10, 3.85, 0.19
des-ede3-cbc, 100M, 100M, 4.11, 3.84, 0.21
des-ede3-cfb, 100M, 1b, 4.31, 4.13, 0.13
des-ede3-cfb, 100M, 1K, 4.48, 4.24, 0.18
des-ede3-cfb, 100M, 1M, 4.17, 4.02, 0.10
des-ede3-cfb, 100M, 10M, 4.23, 4.02, 0.15
des-ede3-cfb, 100M, 100M, 4.72, 4.44, 0.22
des-ede3-ofb, 100M, 1b, 4.09, 3.91, 0.12
des-ede3-ofb, 100M, 1K, 4.07, 3.91, 0.10
des-ede3-ofb, 100M, 1M, 4.08, 3.89, 0.13
des-ede3-ofb, 100M, 10M, 4.10, 3.90, 0.14
des-ede3-ofb, 100M, 100M, 4.06, 3.88, 0.13
des-ofb, 100M, 1b, 1.72, 1.50, 0.17
des-ofb, 100M, 1K, 1.72, 1.54, 0.12
des-ofb, 100M, 1M, 1.70, 1.51, 0.14
des-ofb, 100M, 10M, 1.73, 1.45, 0.19
des-ofb, 100M, 100M, 2.27, 1.92, 0.29
des3, 100M, 1b, 4.29, 4.04, 0.19
des3, 100M, 1K, 4.14, 3.91, 0.17
des3, 100M, 1M, 4.15, 3.88, 0.23
des3, 100M, 10M, 4.02, 3.85, 0.13
des3, 100M, 100M, 3.95, 3.77, 0.13
desx, 100M, 1b, 1.63, 1.46, 0.12
desx, 100M, 1K, 1.67, 1.45, 0.17
desx, 100M, 1M, 1.60, 1.42, 0.13
desx, 100M, 10M, 1.60, 1.39, 0.16
desx, 100M, 100M, 1.67, 1.47, 0.15
rc2, 100M, 1b, 2.75, 2.47, 0.23
rc2, 100M, 1K, 2.49, 2.26, 0.18
rc2, 100M, 1M, 2.50, 2.24, 0.20
rc2, 100M, 10M, 2.47, 2.28, 0.14
rc2, 100M, 100M, 2.45, 2.23, 0.17
rc2-40-cbc, 100M, 1b, 2.41, 2.22, 0.15
rc2-40-cbc, 100M, 1K, 2.42, 2.19, 0.17
rc2-40-cbc, 100M, 1M, 2.49, 2.25, 0.18
rc2-40-cbc, 100M, 10M, 2.34, 2.14, 0.15
rc2-40-cbc, 100M, 100M, 2.34, 2.10, 0.19
rc2-64-cbc, 100M, 1b, 2.39, 2.22, 0.11
rc2-64-cbc, 100M, 1K, 2.34, 2.17, 0.12
rc2-64-cbc, 100M, 1M, 2.85, 2.55, 0.25
rc2-64-cbc, 100M, 10M, 2.54, 2.29, 0.19
rc2-64-cbc, 100M, 100M, 2.63, 2.42, 0.13
rc2-cbc, 100M, 1b, 2.45, 2.24, 0.17
rc2-cbc, 100M, 1K, 2.52, 2.29, 0.18
rc2-cbc, 100M, 1M, 2.43, 2.20, 0.19
rc2-cbc, 100M, 10M, 2.42, 2.23, 0.15
rc2-cbc, 100M, 100M, 2.32, 2.13, 0.14
rc2-cfb, 100M, 1b, 2.48, 2.30, 0.13
rc2-cfb, 100M, 1K, 2.46, 2.23, 0.18
rc2-cfb, 100M, 1M, 2.47, 2.23, 0.19
rc2-cfb, 100M, 10M, 2.40, 2.22, 0.13
rc2-cfb, 100M, 100M, 3.39, 3.08, 0.26
rc2-ecb, 100M, 1b, 2.42, 2.19, 0.18
rc2-ecb, 100M, 1K, 2.43, 2.13, 0.25
rc2-ecb, 100M, 1M, 2.51, 2.24, 0.21
rc2-ecb, 100M, 10M, 3.18, 2.76, 0.34
rc2-ecb, 100M, 100M, 4.46, 3.90, 0.47
rc2-ofb, 100M, 1b, 1917.84, 2.40, 0.22
rc2-ofb, 100M, 1K, 2.72, 2.46, 0.20
rc2-ofb, 100M, 1M, 2.52, 2.29, 0.16
rc2-ofb, 100M, 10M, 2.62, 2.34, 0.23
rc2-ofb, 100M, 100M, 2.73, 2.47, 0.20
rc4, 100M, 1b, 0.42, 0.26, 0.13
rc4, 100M, 1K, 0.44, 0.21, 0.18
rc4, 100M, 1M, 0.42, 0.24, 0.14
rc4, 100M, 10M, 0.42, 0.25, 0.12
rc4, 100M, 100M, 0.40, 0.22, 0.14
rc4-40, 100M, 1b, 0.42, 0.24, 0.13
rc4-40, 100M, 1K, 0.42, 0.24, 0.13
rc4-40, 100M, 1M, 0.40, 0.21, 0.15
rc4-40, 100M, 10M, 0.40, 0.19, 0.16
rc4-40, 100M, 100M, 0.39, 0.19, 0.16
seed, 100M, 1b, 1.36, 1.19, 0.13
seed, 100M, 1K, 1.65, 1.32, 0.25
seed, 100M, 1M, 1.45, 1.18, 0.22
seed, 100M, 10M, 1.36, 1.21, 0.11
seed, 100M, 100M, 1.36, 1.17, 0.14
seed-cbc, 100M, 1b, 1.37, 1.17, 0.15
seed-cbc, 100M, 1K, 1.35, 1.21, 0.09
seed-cbc, 100M, 1M, 1.37, 1.20, 0.13
seed-cbc, 100M, 10M, 1.39, 1.22, 0.12
seed-cbc, 100M, 100M, 1.36, 1.17, 0.15
seed-cfb, 100M, 1b, 1.33, 1.15, 0.13
seed-cfb, 100M, 1K, 1.34, 1.12, 0.16
seed-cfb, 100M, 1M, 1.35, 1.12, 0.18
seed-cfb, 100M, 10M, 1.34, 1.15, 0.14
seed-cfb, 100M, 100M, 1.33, 1.16, 0.12
seed-ecb, 100M, 1b, 1.25, 1.07, 0.15
seed-ecb, 100M, 1K, 1.30, 1.17, 0.08
seed-ecb, 100M, 1M, 1.29, 1.12, 0.12
seed-ecb, 100M, 10M, 1.27, 1.13, 0.10
seed-ecb, 100M, 100M, 1.42, 1.16, 0.18
seed-ofb, 100M, 1b, 1.43, 1.16, 0.21
seed-ofb, 100M, 1K, 1.27, 1.09, 0.12
seed-ofb, 100M, 1M, 1.29, 1.06, 0.18
seed-ofb, 100M, 10M, 1.30, 1.08, 0.17
seed-ofb, 100M, 100M, 1.64, 1.35, 0.22
sm4-cbc, 100M, 1b, 1.21, 0.95, 0.21
sm4-cbc, 100M, 1K, 1.18, 0.97, 0.16
sm4-cbc, 100M, 1M, 1.14, 0.92, 0.17
sm4-cbc, 100M, 10M, 1.16, 0.94, 0.17
sm4-cbc, 100M, 100M, 1.15, 0.99, 0.11
sm4-cfb, 100M, 1b, 1.14, 0.99, 0.11
sm4-cfb, 100M, 1K, 1.16, 0.93, 0.18
sm4-cfb, 100M, 1M, 1.16, 0.99, 0.12
sm4-cfb, 100M, 10M, 1.14, 0.97, 0.12
